ID,Domain,Education,Skills and Achievements,Experience,Job_type,Annotator-1,Annotator-2,Resume_Text,Weight_Annotator1,Weight_Annotator2,Dynamic_GT
54421668,Banking,"AA, Education — Mississippi Gulf Coast Community College (2007).","Branch leadership, sales coaching, TRID expertise, consumer & small-business lending (to $1M), risk & compliance (BSA/OFAC), audits/cash control, staffing/scheduling, performance management, customer experience, community outreach, MS Office/Excel.","Branch Manager (2016–Present)—run branch ops, sales, lending, staff. Financial Service Assoc/Licensed Banker (2014–2016)—teller ops, profiling, HELOC/consumer loans, investments. Branch Ops Manager (2013–2014)—teller line lead, risk control, scheduling.",Senior-level,0.59,0.75,"AA, Education — Mississippi Gulf Coast Community College (2007). Branch leadership, sales coaching, TRID expertise, consumer & small-business lending (to $1M), risk & compliance (BSA/OFAC), audits/cash control, staffing/scheduling, performance management, customer experience, community outreach, MS Office/Excel. Branch Manager (2016–Present)—run branch ops, sales, lending, staff. Financial Service Assoc/Licensed Banker (2014–2016)—teller ops, profiling, HELOC/consumer loans, investments. Branch Ops Manager (2013–2014)—teller line lead, risk control, scheduling. Banking Senior-level",0.312500023437497,0.6874999765625031,0.6999999962500005
13393401,Banking,"BA, Chemistry — Pacific Lutheran University. Pacific Coast Banking School certification — University of Washington","Strategic planning, cross-functional leadership, sales management, credit/financial analysis, negotiation. Grew portfolios/deposits, drove fee income, optimized board governance, delivered cost savings via vendor/bank negotiations, led loan committee due-diligence.","COO (2008–2010): led multi-site organization, budgeting, expansions, vendor/bank negotiations. VP→SVP & Commercial Banking Manager (1998–2008): built $30MM+ portfolio, managed 8 lenders, grew team outstandings/deposits, drove cross-sell and fee income. Loan Committee member: credit review/due-diligence.",Senior-level,0.85,0.7999999999999999,"BA, Chemistry — Pacific Lutheran University. Pacific Coast Banking School certification — University of Washington Strategic planning, cross-functional leadership, sales management, credit/financial analysis, negotiation. Grew portfolios/deposits, drove fee income, optimized board governance, delivered cost savings via vendor/bank negotiations, led loan committee due-diligence. COO (2008–2010): led multi-site organization, budgeting, expansions, vendor/bank negotiations. VP→SVP & Commercial Banking Manager (1998–2008): built $30MM+ portfolio, managed 8 lenders, grew team outstandings/deposits, drove cross-sell and fee income. Loan Committee member: credit review/due-diligence. Banking Senior-level",0.3823529550172995,0.6176470449827006,0.819117647750865
71422121,Banking,"Bachelors in Marketing, University of North Alabama (1999).","Manual QA across web, client/server, SaaS; SDLC/STLC; test plans/cases; functional/regression/UAT/performance/smoke; mobile testing (iOS/Android); cross-browser; SQL backend validation; Agile/Scrum; defect mgmt (Quality Center/JIRA); stakeholder comms; RCA; built quality metrics.","QA Test Analyst (09/2014–Current): Retail inventory/POS; mobile app testing; SQL validation. Quality Assurance Analyst (10/2013–07/2014): Health care; test strategy, regression, Agile. Manual Tester (06/2010–06/2013): Banking apps; POS certification. Jr. QA Analyst (07/2009–05/2010): Airline web apps; GUI/security tests.",Mid-level,0.64,0.78,"Bachelors in Marketing, University of North Alabama (1999). Manual QA across web, client/server, SaaS; SDLC/STLC; test plans/cases; functional/regression/UAT/performance/smoke; mobile testing (iOS/Android); cross-browser; SQL backend validation; Agile/Scrum; defect mgmt (Quality Center/JIRA); stakeholder comms; RCA; built quality metrics. QA Test Analyst (09/2014–Current): Retail inventory/POS; mobile app testing; SQL validation. Quality Assurance Analyst (10/2013–07/2014): Health care; test strategy, regression, Agile. Manual Tester (06/2010–06/2013): Banking apps; POS certification. Jr. QA Analyst (07/2009–05/2010): Airline web apps; GUI/security tests. Banking Mid-level",0.4000000133333314,0.5999999866666685,0.7239999981333336
18457785,Banking,"High School Diploma, Juan Pablo Duarte (2003).","AS/400 admin; RPGLE/ILE, COBOL/400, CL/400; SQL/Query; QA tools; SharePoint/ClearQuest; ITIL; IPC (Incident/Problem/Change) processes; core banking security, backups, migration/upgrade; team leadership, budgeting, scheduling; implemented Fiserv core banking and major upgrades.","Project Manager & Technical Implementation (Apr 2003–Mar 2015): Led AS/400 core banking projects, integrations, security, workflows, and team of 6; delivered maintenance, patches, and standards. Technical Project Manager (Jun 2015–Feb 2016): For Banco del Reserva, led web/app fixes, SharePoint design, end-user testing, architecture, and weekly project monitoring.",Senior-level,0.66,0.7000000000000001,"High School Diploma, Juan Pablo Duarte (2003). AS/400 admin; RPGLE/ILE, COBOL/400, CL/400; SQL/Query; QA tools; SharePoint/ClearQuest; ITIL; IPC (Incident/Problem/Change) processes; core banking security, backups, migration/upgrade; team leadership, budgeting, scheduling; implemented Fiserv core banking and major upgrades. Project Manager & Technical Implementation (Apr 2003–Mar 2015): Led AS/400 core banking projects, integrations, security, workflows, and team of 6; delivered maintenance, patches, and standards. Technical Project Manager (Jun 2015–Feb 2016): For Banco del Reserva, led web/app fixes, SharePoint design, end-user testing, architecture, and weekly project monitoring. Banking Senior-level",0.37142858612244734,0.6285714138775528,0.6851428565551023
21856577,Banking,"High School Diploma, Eastgate Christian Academy (1999).","Customer service & sales excellence; relationship management; cross-selling across loans, deposits, investments, insurance; compliance with bank policies/regulations; problem resolution; time management; team leadership, mentoring & recruiting; strong verbal communication; promoted to Branch Banker III.","Branch Banker III (2006–Present): Manage client portfolio, open accounts, cross-sell, outbound calling, service issue resolution, compliance. Customer Account Specialist (2005): Full loan cycle, payments, docs, reporting. Financial Services Rep (2004–2005): Sales/service, teller support, risk controls. Floor Supervisor (2003–2004): Retail ops & cash handling.",Senior-level,0.58,0.72,"High School Diploma, Eastgate Christian Academy (1999). Customer service & sales excellence; relationship management; cross-selling across loans, deposits, investments, insurance; compliance with bank policies/regulations; problem resolution; time management; team leadership, mentoring & recruiting; strong verbal communication; promoted to Branch Banker III. Branch Banker III (2006–Present): Manage client portfolio, open accounts, cross-sell, outbound calling, service issue resolution, compliance. Customer Account Specialist (2005): Full loan cycle, payments, docs, reporting. Financial Services Rep (2004–2005): Sales/service, teller support, risk controls. Floor Supervisor (2003–2004): Retail ops & cash handling. Banking Senior-level",0.31578949307479015,0.6842105069252098,0.6757894709695293
21645690,Banking,"B.S. Business Management, minor in Human Resources — University of Phoenix.",Quant analysis; account reconciliation; complex problem solving; procedure development; MS Office expert; staff leadership & development; conflict resolution; produced 1099/1098; managed 15-member ops team; led fraud unit averting >$1M loss.,"Ops Manager (2011–Present): lead 15 staff across RE & Oil/Gas AP/AR; reconcile suspense accts; train team; SLA reporting; 1099/1098. Personal Banker/Business Champion (2007–2011): portfolio sales, coach tellers, originate personal/mortgage/business loans, compliance. Wealth Mgmt Assoc III (2004–2007): support PBs, GL recs, loan packages. Deposit Risk Ops Fraud Mgr (2001–2004): led 12; averted >$1M loss.",Senior-level,0.91,0.78,"B.S. Business Management, minor in Human Resources — University of Phoenix. Quant analysis; account reconciliation; complex problem solving; procedure development; MS Office expert; staff leadership & development; conflict resolution; produced 1099/1098; managed 15-member ops team; led fraud unit averting >$1M loss. Ops Manager (2011–Present): lead 15 staff across RE & Oil/Gas AP/AR; reconcile suspense accts; train team; SLA reporting; 1099/1098. Personal Banker/Business Champion (2007–2011): portfolio sales, coach tellers, originate personal/mortgage/business loans, compliance. Wealth Mgmt Assoc III (2004–2007): support PBs, GL recs, loan packages. Deposit Risk Ops Fraud Mgr (2001–2004): led 12; averted >$1M loss. Banking Senior-level",0.4666666711111109,0.5333333288888891,0.8406666672444444
25780596,Banking,B.A. Psychology — Kutztown University (1973).,Customer service excellence; branch ops & credit review; budget mgmt ($500k); Excel/Word reporting; payroll & GL reconciliation; adult-ed banking instructor; arbitration prep & submissions with above-target win rates; team coaching/supervision; compliance documentation.,"Branch/Operations Manager (1973–2000): led branch ops, credit reviews, customer growth. Accountant/Business Manager (15+ yrs): $500k budget, payroll, banking relations. Insurance: Subrogation Rep → Supervisor → Claims Arbitration Specialist (2002–2015): led teams, high arbitration success.",Senior-level,0.7,0.73,"B.A. Psychology — Kutztown University (1973). Customer service excellence; branch ops & credit review; budget mgmt ($500k); Excel/Word reporting; payroll & GL reconciliation; adult-ed banking instructor; arbitration prep & submissions with above-target win rates; team coaching/supervision; compliance documentation. Branch/Operations Manager (1973–2000): led branch ops, credit reviews, customer growth. Accountant/Business Manager (15+ yrs): $500k budget, payroll, banking relations. Insurance: Subrogation Rep → Supervisor → Claims Arbitration Specialist (2002–2015): led teams, high arbitration success. Banking Senior-level",0.4444444567901206,0.5555555432098794,0.7166666662962964
34185495,Banking,"B.A., Economics & Latin American Studies — Yale University (2006). FINRA Series 7.","Built FirstBank PR’s Act 20/22 private banking team; 45% share with 200+ clients, $30MM+ deposits; led/placed $14.1B muni, $3.1B corporate, $428MM fund deals; airport concession $615MM; advanced modeling (DCF/LBO); Bloomberg, Capital IQ, SNL, Argus; English/Spanish.","FirstBank PR (2014–Now): organized Platinum/Private Banking for Act 20/22. UBS PR (2007–14): Associate Director/Director, muni/corp/funds; major IPOs/underwritings. Analyst, TMT (2006–07): M&A, LBOs, IPOs, debt.",Senior-level,0.92,0.83,"B.A., Economics & Latin American Studies — Yale University (2006). FINRA Series 7. Built FirstBank PR’s Act 20/22 private banking team; 45% share with 200+ clients, $30MM+ deposits; led/placed $14.1B muni, $3.1B corporate, $428MM fund deals; airport concession $615MM; advanced modeling (DCF/LBO); Bloomberg, Capital IQ, SNL, Argus; English/Spanish. FirstBank PR (2014–Now): organized Platinum/Private Banking for Act 20/22. UBS PR (2007–14): Associate Director/Director, muni/corp/funds; major IPOs/underwritings. Analyst, TMT (2006–07): M&A, LBOs, IPOs, debt. Banking Senior-level",0.5333333244444461,0.46666667555555386,0.8779999992000002
35483925,Banking,"M.S., Information Systems Management — Coleman University. MBA (Marketing) — Symbiosis International University.","Partner/channel revenue growth; SaaS deployments/renewals; Oracle SQL, Salesforce, SAP R/3, SPSS, MS Excel/PowerPoint/Project, Visio; English/Spanish; multiple “Thanks” awards (HSBC); CSR project lead.","Partner Account Manager (2014): SaaS partner portfolio/billing, demos, training. Client Account Manager (2011–13): LATAM channels, quotes/renewals. Relationship Manager (2010–11): SME/corporate lending, treasury. Health Advisory Manager (2006–09): claims/analytics, SQL reporting.",Mid-level,0.78,0.85,"M.S., Information Systems Management — Coleman University. MBA (Marketing) — Symbiosis International University. Partner/channel revenue growth; SaaS deployments/renewals; Oracle SQL, Salesforce, SAP R/3, SPSS, MS Excel/PowerPoint/Project, Visio; English/Spanish; multiple “Thanks” awards (HSBC); CSR project lead. Partner Account Manager (2014): SaaS partner portfolio/billing, demos, training. Client Account Manager (2011–13): LATAM channels, quotes/renewals. Relationship Manager (2010–11): SME/corporate lending, treasury. Health Advisory Manager (2006–09): claims/analytics, SQL reporting. Banking Mid-level",0.5357142806122457,0.46428571938775437,0.8125000003571429
19374660,Banking,"High School Diploma, Iowa Park High School (1996). First Aid, CPR/AED, Emergency Oxygen (2013).","Daxko Operations; AS400; MS Office (Excel/PowerPoint/Outlook/Word/Publisher); billing & refunds; roster/report creation; payroll assistance; customer service & phone etiquette; multi-line phones, fax, copier; trained/supervised staff; Employee of the Month (1997).","Program Assistant (2013–Present): billing/finance, member data, reports, training, QA. Front Desk/Customer Service (2006–2010): memberships, deposits, reporting. Mortgage Document Clerk (2002–2003): Ginnie/Fannie/Freddie/FHLB docs, Trust System, Empower/FiTech, Excel lists.",Entry-level,0.1,0.72,"High School Diploma, Iowa Park High School (1996). First Aid, CPR/AED, Emergency Oxygen (2013). Daxko Operations; AS400; MS Office (Excel/PowerPoint/Outlook/Word/Publisher); billing & refunds; roster/report creation; payroll assistance; customer service & phone etiquette; multi-line phones, fax, copier; trained/supervised staff; Employee of the Month (1997). Program Assistant (2013–Present): billing/finance, member data, reports, training, QA. Front Desk/Customer Service (2006–2010): memberships, deposits, reporting. Mortgage Document Clerk (2002–2003): Ginnie/Fannie/Freddie/FHLB docs, Trust System, Empower/FiTech, Excel lists. Banking Entry-level",0.3863636466942138,0.6136363533057861,0.4804545390495874
34758680,Banking,"MBA, St. Mary’s College of California (2012). BS, Management Science, University of California (2004). BS, General Biology, University of California (2004).","FP&A, P&L/BS forecasting, Essbase, Excel/VBA, SQL, Access, budgeting, variance/trend analysis, risk/pricing analytics, automation, stress testing, leadership, and reporting tools.","Financial Consultant: led FP&A for 7 LOBs, $43B+ portfolios, created automated VBA/SQL models, budgeting & risk analytics; managed 9-member team, QA/training, CRE & private banking forecasts; prior analyst for CFPs.",Senior-level,0.77,0.82,"MBA, St. Mary’s College of California (2012). BS, Management Science, University of California (2004). BS, General Biology, University of California (2004). FP&A, P&L/BS forecasting, Essbase, Excel/VBA, SQL, Access, budgeting, variance/trend analysis, risk/pricing analytics, automation, stress testing, leadership, and reporting tools. Financial Consultant: led FP&A for 7 LOBs, $43B+ portfolios, created automated VBA/SQL models, budgeting & risk analytics; managed 9-member team, QA/training, CRE & private banking forecasts; prior analyst for CFPs. Banking Senior-level",0.7142855918368046,0.2857144081631953,0.7842857204081597
21297521,Banking,"MBA, UCLA Anderson (2002); BE, Thapar Univ. (1993); MIT (2016, exec/advanced tech coursework).","Lead 50+ across 25 apps; Agile/Scrum rollout; Jira at scale; APM (Splunk/AppDynamics) MTTR↓; AWS cloud-native (12-factor, EBS, RDS, SNS, Lambdas); DevOps/CI/CD (Git, Jenkins, SonarQube); DevSecOps (Veracode/Snyk); Kubernetes/Docker; Java/.NET/iOS; API/IdM; KPIs/SLAs; vendor/RFPs; exec comms.","Manager (2013-Now): portfolio owner, SDLC→Agile, stabilized VOD rights app, cloud re-arch on AWS, UI/UX for exec app, IdM & REST ref-arch. Senior Director (2011-13): led solution arch for streaming (web/iOS/Android/ROKU/XBOX); won $9M B&N; DRM/PKI; Disney Movies Anywhere turnaround. Earlier: FVP Countrywide ($1.7M proj, $29.3M ROI); IndyMac; C++ engine +75% perf.",Senior-level,0.82,0.87,"MBA, UCLA Anderson (2002); BE, Thapar Univ. (1993); MIT (2016, exec/advanced tech coursework). Lead 50+ across 25 apps; Agile/Scrum rollout; Jira at scale; APM (Splunk/AppDynamics) MTTR↓; AWS cloud-native (12-factor, EBS, RDS, SNS, Lambdas); DevOps/CI/CD (Git, Jenkins, SonarQube); DevSecOps (Veracode/Snyk); Kubernetes/Docker; Java/.NET/iOS; API/IdM; KPIs/SLAs; vendor/RFPs; exec comms. Manager (2013-Now): portfolio owner, SDLC→Agile, stabilized VOD rights app, cloud re-arch on AWS, UI/UX for exec app, IdM & REST ref-arch. Senior Director (2011-13): led solution arch for streaming (web/iOS/Android/ROKU/XBOX); won $9M B&N; DRM/PKI; Disney Movies Anywhere turnaround. Earlier: FVP Countrywide ($1.7M proj, $29.3M ROI); IndyMac; C++ engine +75% perf. Banking Senior-level",0.31707318857822536,0.6829268114217746,0.8541463405710886
11877150,Finance,"S.E. in Accounting, Kwik Kian Gie School of Business (2013); High School Diploma (2008).","Advanced MS Office; bilingual English/Indonesian; strong time management, communication, and interpersonal skills; budgeting/modeling, expense planning, variance reporting, commissions calculation, petty cash and bank transactions; audit support—controls assessment, cost reporting, risk mitigation.","Finance (07/2013–Present)—drive cost savings, forecast project OPEX, analyze budgets/financials, partner with managers on annual expense plans, report monthly variances, model cash needs, handle commissions, petty cash, and banking; Junior Auditor (02/2012–06/2012)—gathered audit data, reviewed cost reports, reported control issues, presented findings and recommendations, and assessed process risks and gaps.",Mid-level,0.53,0.77,"S.E. in Accounting, Kwik Kian Gie School of Business (2013); High School Diploma (2008). Advanced MS Office; bilingual English/Indonesian; strong time management, communication, and interpersonal skills; budgeting/modeling, expense planning, variance reporting, commissions calculation, petty cash and bank transactions; audit support—controls assessment, cost reporting, risk mitigation. Finance (07/2013–Present)—drive cost savings, forecast project OPEX, analyze budgets/financials, partner with managers on annual expense plans, report monthly variances, model cash needs, handle commissions, petty cash, and banking; Junior Auditor (02/2012–06/2012)—gathered audit data, reviewed cost reports, reported control issues, presented findings and recommendations, and assessed process risks and gaps. Finance Mid-level",0.5999999600000167,0.40000003999998335,0.626000009599996
86549455,Finance,"Ph.D., Organizational Leadership — The Chicago School of Professional Psychology (2013); M.A., Industrial-Organizational Psychology — The Chicago School of Professional Psychology (2008); B.S., Psychology — Belmont University (2006).","Leadership development, employee relations, training & facilitation, project management, predictive/budget planning, data analysis, public speaking, mentoring; developed risk-reduction metrics; board/committee leadership across multiple professional groups.","Finance (Jul 2008–Oct 2015) — roles in integrated scheduling, contracts, business partnership; advised managers, developed metrics, directed training, liaison between leadership and teams; Adjunct Professor (Aug 2013–Present) — teach leadership/human behavior to adult learners and tailor curricula; HR Generalist Intern (Jul 2014–Mar 2015) — bridge management and employees, advise on policy, drive job-description development.",Senior-level,0.49,0.97,"Ph.D., Organizational Leadership — The Chicago School of Professional Psychology (2013); M.A., Industrial-Organizational Psychology — The Chicago School of Professional Psychology (2008); B.S., Psychology — Belmont University (2006). Leadership development, employee relations, training & facilitation, project management, predictive/budget planning, data analysis, public speaking, mentoring; developed risk-reduction metrics; board/committee leadership across multiple professional groups. Finance (Jul 2008–Oct 2015) — roles in integrated scheduling, contracts, business partnership; advised managers, developed metrics, directed training, liaison between leadership and teams; Adjunct Professor (Aug 2013–Present) — teach leadership/human behavior to adult learners and tailor curricula; HR Generalist Intern (Jul 2014–Mar 2015) — bridge management and employees, advise on policy, drive job-description development. Finance Senior-level",0.5199999968000005,0.4800000031999995,0.7204000015359997
26530575,Finance,"MBA — Keller Graduate School of Management; B.A. Accounting — Queens College (CUNY). Certifications: CPA (New York), CGMA; Member, AICPA.","GAAP financial reporting, budgeting/forecasting, variance analysis, internal controls, audit (external/internal), risk assessment, process re-engineering, ERP/financial systems (EPIC, Financial Edge), payroll integration, contract negotiation, leadership. Cut office expenses via vendor optimization; reduced audit documentation ~30% with electronic workpapers; cut payroll processing time 50%; built virtual onboarding tool; chaired Business Development/Training committees.","Finance Manager, OhioHealth Physician Group — led GAAP reporting for two enterprises, modeled/planned financial processes, managed audits, Form 990 & state filings, and redesigned revenue accruals (EPIC). Financial Controller, The New 42nd Street, Inc. — owned GAAP statements, audits, grants/city compliance, staff leadership (3), system conversion (Financial Edge) and payroll integration. Internal Auditor, Columbia University — operational/financial audits, NCAA/Ivy compliance, fraud investigations, governance/SOP setup, coordination with PwC. Supervising Auditor, PwC — led risk assessments, plans, and teams for large higher-ed/nonprofit clients. Supervising Senior Auditor, Loeb & Troper — consolidated statements, A-133/pension/GAS audits, staff development, e-workpaper rollout, campus recruiting.",Senior-level,0.89,0.93,"MBA — Keller Graduate School of Management; B.A. Accounting — Queens College (CUNY). Certifications: CPA (New York), CGMA; Member, AICPA. GAAP financial reporting, budgeting/forecasting, variance analysis, internal controls, audit (external/internal), risk assessment, process re-engineering, ERP/financial systems (EPIC, Financial Edge), payroll integration, contract negotiation, leadership. Cut office expenses via vendor optimization; reduced audit documentation ~30% with electronic workpapers; cut payroll processing time 50%; built virtual onboarding tool; chaired Business Development/Training committees. Finance Manager, OhioHealth Physician Group — led GAAP reporting for two enterprises, modeled/planned financial processes, managed audits, Form 990 & state filings, and redesigned revenue accruals (EPIC). Financial Controller, The New 42nd Street, Inc. — owned GAAP statements, audits, grants/city compliance, staff leadership (3), system conversion (Financial Edge) and payroll integration. Internal Auditor, Columbia University — operational/financial audits, NCAA/Ivy compliance, fraud investigations, governance/SOP setup, coordination with PwC. Supervising Auditor, PwC — led risk assessments, plans, and teams for large higher-ed/nonprofit clients. Supervising Senior Auditor, Loeb & Troper — consolidated statements, A-133/pension/GAS audits, staff development, e-workpaper rollout, campus recruiting. Finance Senior-level",0.6666665555556285,0.33333344444437163,0.903333337777775
23955183,Finance,"B.S. Business Administration—Finance, California State University, Bakersfield (2010). Phi Sigma Sigma.","Variance and gap analysis, KPI/ratio monitoring, financial modeling, budgeting, ROI and P&L evaluation, pricing/sales analysis, competitive analysis, pivot tables/charts & macros, presentations, cross-functional collaboration, training/documentation, billing resolution. Led event budgets/logistics (sorority & corporate committees); held chapter presidency; community service involvement.","Finance Analyst (2013–Present) — deliver variance/KPI reporting, trend analysis, pricing and sales analytics, ROI/P&L assessments, budget planning, weekly reporting, trade support for product releases, process improvements, training, and multi-timezone support. Claim Representative (2011–2013) — investigated claims, assessed liability and damages, negotiated settlements, prepared reports, managed evidence and titles, and maintained customer records. Insurance Intern (2010) — prospected clients, analyzed coverage needs, customized programs, calculated premiums, coordinated underwriting, and supported policy issuance.",Mid-level,0.84,0.9,"B.S. Business Administration—Finance, California State University, Bakersfield (2010). Phi Sigma Sigma. Variance and gap analysis, KPI/ratio monitoring, financial modeling, budgeting, ROI and P&L evaluation, pricing/sales analysis, competitive analysis, pivot tables/charts & macros, presentations, cross-functional collaboration, training/documentation, billing resolution. Led event budgets/logistics (sorority & corporate committees); held chapter presidency; community service involvement. Finance Analyst (2013–Present) — deliver variance/KPI reporting, trend analysis, pricing and sales analytics, ROI/P&L assessments, budget planning, weekly reporting, trade support for product releases, process improvements, training, and multi-timezone support. Claim Representative (2011–2013) — investigated claims, assessed liability and damages, negotiated settlements, prepared reports, managed evidence and titles, and maintained customer records. Insurance Intern (2010) — prospected clients, analyzed coverage needs, customized programs, calculated premiums, coordinated underwriting, and supported policy issuance. Finance Mid-level",0.3571428979591715,0.6428571020408285,0.8785714261224498
24854026,Finance,"M.S. Technology Management, Stevens Institute of Technology (2014). B.S. Business Administration—Finance, Seton Hall University (2005).","Financial modeling; dashboards & executive reporting; Teradata SQL, OBIEE, Access/Excel (pivots, VBA/macros); payment processing & B2B acceptance; vendor/processor negotiations; SOX & audit support; reconciliation systems (ReconNET) administration; risk/fraud collaboration; project & stakeholder management. Delivered $3.9M+ annual credit-card interchange savings; launched Softcard mobile wallet in trial markets; recovered lost revenue from returned checks.","Finance Consultant (2016–Present): monthly payments analytics, BI ad-hoc reporting, automation with Access/Excel/VBA, support for M&A/divestitures and product launches, processor/card-brand negotiation analysis. Senior Financial Analyst (2009–2016): FP&A liaison for indirect sales, reporting for 282 agents/5,744 locations, credit policy for iPhone launches, business cases, B2B payments strategy and ReconNET admin, SOX/audit/close, temporary Finance Manager for mobile wallet launch. Retail Analyst (2007–2009): sales-to-deposit reconciliations for ~90 stores, aging reports, risk work with fraud/audit. Treasury Assistant (2005–2007): journal entries, close support, recovered revenue from returned checks.",Senior-level,0.86,0.88,"M.S. Technology Management, Stevens Institute of Technology (2014). B.S. Business Administration—Finance, Seton Hall University (2005). Financial modeling; dashboards & executive reporting; Teradata SQL, OBIEE, Access/Excel (pivots, VBA/macros); payment processing & B2B acceptance; vendor/processor negotiations; SOX & audit support; reconciliation systems (ReconNET) administration; risk/fraud collaboration; project & stakeholder management. Delivered $3.9M+ annual credit-card interchange savings; launched Softcard mobile wallet in trial markets; recovered lost revenue from returned checks. Finance Consultant (2016–Present): monthly payments analytics, BI ad-hoc reporting, automation with Access/Excel/VBA, support for M&A/divestitures and product launches, processor/card-brand negotiation analysis. Senior Financial Analyst (2009–2016): FP&A liaison for indirect sales, reporting for 282 agents/5,744 locations, credit policy for iPhone launches, business cases, B2B payments strategy and ReconNET admin, SOX/audit/close, temporary Finance Manager for mobile wallet launch. Retail Analyst (2007–2009): sales-to-deposit reconciliations for ~90 stores, aging reports, risk work with fraud/audit. Treasury Assistant (2005–2007): journal entries, close support, recovered revenue from returned checks. Finance Senior-level",0.36842108033240434,0.6315789196675956,0.8726315783933518
48285304,Finance,"J.D., Criminal Law, Duke University School of Law (2012). B.A., Political Science, Grand Valley State University (2008).","FP&A, audits (SEC/FINRA), P&L ownership, budgeting/forecasting, procurement, logistics, fleet, quality/collections, policy/OHSAS 18001 compliance; tools: Excel, Access, Project, PowerPoint, SAP, Oracle ERP, Kronos, Quicken. Drove +32% output, +40% customer satisfaction in <4 months, −45% turnover in 1 year, +30% sales to secure $2M remodel; cut COGS 13%, boosted profits 20% in year one; built KPI suite for OTD, CX, safety.","Finance Manager (2016–Present)—partnered with Product & Purchasing on cost impacts/new launches, led monthly GAAP reporting, broker-dealer audits, 11-entity bank recs, and process improvements; supported OHSAS 18001. District Manager (2013–2016)—owned budgets for 4 locations; hired/trained 20+ staff; enforced ops policies. Operations Manager (2010–2012)—streamlined processes, reporting, and cross-functional comms; led planning, financial control, and company budgeting. General Manager (2001–2010)—improved ROI via margin and freight negotiations; authored nationwide training program.",Senior-level,0.67,0.8,"J.D., Criminal Law, Duke University School of Law (2012). B.A., Political Science, Grand Valley State University (2008). FP&A, audits (SEC/FINRA), P&L ownership, budgeting/forecasting, procurement, logistics, fleet, quality/collections, policy/OHSAS 18001 compliance; tools: Excel, Access, Project, PowerPoint, SAP, Oracle ERP, Kronos, Quicken. Drove +32% output, +40% customer satisfaction in <4 months, −45% turnover in 1 year, +30% sales to secure $2M remodel; cut COGS 13%, boosted profits 20% in year one; built KPI suite for OTD, CX, safety. Finance Manager (2016–Present)—partnered with Product & Purchasing on cost impacts/new launches, led monthly GAAP reporting, broker-dealer audits, 11-entity bank recs, and process improvements; supported OHSAS 18001. District Manager (2013–2016)—owned budgets for 4 locations; hired/trained 20+ staff; enforced ops policies. Operations Manager (2010–2012)—streamlined processes, reporting, and cross-functional comms; led planning, financial control, and company budgeting. General Manager (2001–2010)—improved ROI via margin and freight negotiations; authored nationwide training program. Finance Senior-level",0.46666667555555275,0.5333333244444473,0.7393333321777782
14722634,Finance,"MST, Taxation, University of Hartford (2007). BA, Business, Eastern Connecticut State University (2004).","GAAP/IRS compliance, financial reporting, budgeting/forecasting, treasury and cash flow, internal controls, audit (internal/external/regulatory), payroll & ACA compliance, US/Canada tax (income, sales/use, property), procurement & vendor management, policy development, team leadership. Administered $137M in federal funds serving 15K families; built executive reporting and monthly forecasts; formalized procurement standards and documentation.","Finance Director (2012–2016)—owned treasury, GL, payables, tax filings, audits, and corporate planning/forecasting; produced executive reporting, maintained controls, ensured US/Canada tax compliance, led payroll/benefits and ACA reporting, and directed procurement strategy. Corporate Controller (2008–2012)—oversaw ledgers, GAAP reporting, trial balance reconciliations, budgeting, cash management, compliance reviews, global audits, and supervised a multi-location finance team. Sr. Tax Analyst (2003–2007)—reviewed 1041/1065 returns, applied CT K-1 to nonresidents, handled 200+ taxpayer calls daily, and processed refund adjustments.",Senior-level,0.85,0.92,"MST, Taxation, University of Hartford (2007). BA, Business, Eastern Connecticut State University (2004). GAAP/IRS compliance, financial reporting, budgeting/forecasting, treasury and cash flow, internal controls, audit (internal/external/regulatory), payroll & ACA compliance, US/Canada tax (income, sales/use, property), procurement & vendor management, policy development, team leadership. Administered $137M in federal funds serving 15K families; built executive reporting and monthly forecasts; formalized procurement standards and documentation. Finance Director (2012–2016)—owned treasury, GL, payables, tax filings, audits, and corporate planning/forecasting; produced executive reporting, maintained controls, ensured US/Canada tax compliance, led payroll/benefits and ACA reporting, and directed procurement strategy. Corporate Controller (2008–2012)—oversaw ledgers, GAAP reporting, trial balance reconciliations, budgeting, cash management, compliance reviews, global audits, and supervised a multi-location finance team. Sr. Tax Analyst (2003–2007)—reviewed 1041/1065 returns, applied CT K-1 to nonresidents, handled 200+ taxpayer calls daily, and processed refund adjustments. Finance Senior-level",0.46153847337277604,0.5384615266272239,0.8876923068639057
